OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,Fireplaces,GarageArea,SalePrice,HouseStyle,Condition1,Neighborhood,MSZoning,SaleCondition
8,2008,2009,2042,2042,2,1,1390,253293,1Story,Norm,NridgHt,RL,Partial
6,1990,1990,816,816,1,0,0,118500,SFoyer,Norm,Edwards,RL,Normal
10,1893,2000,1237,2775,3,1,880,325000,2.5Unf,Artery,OldTown,RM,Normal
4,1935,1995,884,1573,1,0,240,133000,1.5Fin,Norm,BrkSide,RM,Normal
8,2005,2006,1868,2028,2,2,880,369900,1Story,Norm,Timber,RL,Partial
6,1918,2000,816,838,1,0,275,130000,1Story,RRAn,BrkSide,RL,Normal
5,1982,1982,840,860,1,0,528,137000,SFoyer,Norm,Sawyer,RL,Normal
5,1968,2003,1437,1473,1,2,452,143000,1Story,Norm,ClearCr,RL,Partial
5,1930,1960,742,935,1,0,308,79500,1Story,RRAn,BrkSide,RM,Normal
7,2004,2004,770,1582,2,0,520,185900,2Story,Norm,CollgCr,RL,Normal
10,2008,2008,1722,2296,2,1,842,451950,2Story,Norm,NridgHt,RL,Normal
5,1982,2003,816,816,1,0,816,138000,1Story,Norm,Mitchel,RL,Normal
6,2003,2003,848,848,1,0,420,140000,1Story,Norm,CollgCr,RM,Normal
5,1975,1975,924,924,1,0,280,110000,1Story,Norm,CollgCr,RL,Normal
8,2005,2006,1814,1826,2,1,758,319000,1Story,Norm,StoneBr,RL,Partial
6,1910,1993,684,1368,1,0,216,114504,2Story,Norm,OldTown,RM,Normal
7,2006,2007,1258,1402,0,1,648,194201,1Story,Norm,Blmngtn,RL,Partial
5,1977,1977,1430,1647,2,1,621,217500,1Story,Norm,Crawfor,RL,Normal
6,1980,1980,716,1556,2,1,452,151000,2Story,Norm,Blueste,RM,Normal
8,2005,2005,1058,1904,2,1,736,275000,2Story,Norm,NridgHt,RL,Normal
6,1937,1950,780,1375,1,1,544,141000,1.5Fin,Norm,IDOTRR,RM,Normal
8,1992,1992,908,1915,2,1,506,220000,2Story,Norm,SawyerW,RL,Abnorml
7,2004,2005,600,1200,2,0,480,151000,2Story,Norm,Somerst,FV,Normal
7,2002,2002,1494,1494,2,1,530,221000,1Story,Norm,CollgCr,RL,Normal
7,1965,1990,768,1986,2,3,486,205000,2Story,Norm,NAmes,RL,Normal
5,1996,1996,1040,1040,1,0,576,152000,1Story,Norm,CollgCr,RL,Normal
5,1948,2002,896,2008,3,0,230,225000,2Story,Norm,Edwards,RL,Normal
8,1934,1998,965,3194,2,2,380,359100,2Story,Norm,Crawfor,RL,Alloca
4,1961,1961,1029,1029,1,0,261,118500,1Story,Feedr,Sawyer,RL,Normal
9,2000,2000,1440,2153,2,2,736,313000,2Story,PosN,CollgCr,RL,Normal
6,1978,1978,1032,1032,2,1,564,148000,SLvl,Norm,NWAmes,RL,Normal
8,2001,2001,1299,1872,2,1,531,261500,2Story,Norm,CollgCr,RL,Normal
5,2007,2007,1120,1120,1,0,0,147000,1Story,Feedr,Mitchel,RL,Partial
4,1972,1972,630,630,1,0,0,75500,SFoyer,Norm,MeadowV,RM,Normal
6,1963,1963,936,1054,1,0,480,137500,SFoyer,Feedr,NAmes,RL,Abnorml
6,2002,2003,783,1509,2,1,393,183200,2Story,Norm,Gilbert,RL,Normal
6,1954,1954,832,832,1,0,528,105500,1.5Unf,Artery,NAmes,RL,Normal
9,2007,2007,1822,1828,2,1,774,314813,1Story,Norm,NridgHt,RL,Partial
8,2003,2003,1482,2262,2,2,749,305000,2Story,Norm,Timber,RL,Normal
3,1914,1950,864,864,1,0,0,67000,1Story,Norm,Edwards,RL,Normal
6,1974,1997,1522,2614,2,1,624,240000,2Story,Norm,NWAmes,RL,Normal
5,1977,1977,980,980,1,0,484,135000,1Story,Norm,Sawyer,RL,Normal
6,2000,2000,756,1512,2,1,440,168500,2Story,Norm,Somerst,FV,Normal
6,1972,1972,732,1790,1,1,484,165150,2Story,Norm,NWAmes,RL,Normal
6,1962,1962,1116,1116,1,0,440,160000,1Story,Norm,NAmes,RL,Normal
5,1960,1978,978,1422,1,1,286,139900,1Story,Norm,NAmes,RL,Normal
6,1955,1972,1156,1520,1,2,364,153000,SLvl,Norm,NAmes,RL,Normal
5,1969,1969,1040,2080,1,2,504,135000,2Story,Norm,NAmes,RL,Family
6,1964,1964,1248,1350,1,0,520,168500,SLvl,Feedr,NAmes,RL,Normal
5,1880,1991,636,1750,1,0,240,124000,2Story,Artery,OldTown,RM,Abnorml
8,2006,2006,1554,1554,2,1,627,209500,1Story,Norm,NridgHt,RL,Normal
7,1977,1977,1386,1411,2,1,544,82500,1Story,Norm,NWAmes,RL,Family
5,1954,2005,1056,1056,1,0,260,139400,1Story,Norm,NAmes,RL,Normal
6,1980,1980,1056,1056,0,0,576,144000,SFoyer,Norm,OldTown,RL,Normal
6,1914,1995,1440,3395,2,0,0,200000,2.5Fin,Feedr,SWISU,RH,Abnorml
2,1936,1950,264,800,1,1,0,60000,1Story,Norm,BrkSide,RM,Normal
5,1954,1954,811,1387,2,0,256,93000,1.5Fin,Norm,OldTown,RM,Normal
5,1910,1950,796,796,1,0,0,85000,1Story,Feedr,Edwards,RL,Normal
8,2006,2006,1520,1567,2,1,648,264561,1Story,Norm,Blmngtn,RL,Partial
8,2003,2004,1518,1518,1,1,588,274000,1Story,Norm,NridgHt,RL,Normal
7,2001,2001,1057,1929,2,1,650,226000,2Story,Norm,Somerst,FV,Normal
8,1972,1995,1952,2704,2,3,538,345000,SLvl,Norm,NAmes,RL,Normal
5,1969,1969,780,1620,2,0,462,152000,2Story,RRAn,NWAmes,RL,Normal
9,2009,2009,1766,1766,2,1,478,370878,1Story,Norm,Somerst,FV,Partial
6,1971,1971,981,981,1,0,576,143250,1Story,Norm,NAmes,RL,Normal
5,1950,1950,0,1048,1,0,420,98300,1Story,Norm,NAmes,RL,Normal
6,1953,1953,1094,1094,1,2,495,155000,1Story,Norm,Edwards,RL,Normal
6,1966,1966,756,1839,1,1,442,155000,2Story,PosN,NAmes,RL,Normal
4,1970,1970,630,630,1,0,0,84500,SFoyer,Norm,MeadowV,RM,Normal
7,2007,2007,813,1665,2,0,562,205950,2Story,Norm,Somerst,FV,Normal
4,1940,1950,755,1510,1,1,296,108000,2Story,Artery,Edwards,RL,Normal
7,1996,1996,880,1716,2,1,512,191000,2Story,Norm,CollgCr,RL,Normal
6,1906,1995,756,1469,1,0,216,135000,1.5Fin,Norm,IDOTRR,RM,Normal
8,1995,1995,2109,2113,2,1,839,350000,1Story,Norm,NoRidge,RL,Normal
6,1971,1971,525,1092,1,0,264,88000,2Story,Norm,BrDale,RM,Family
5,1959,2006,1053,1053,1,0,312,145500,1Story,Norm,NAmes,RL,Normal
7,1931,2000,776,1502,1,1,270,149000,2Story,Norm,Crawfor,RL,Normal
6,1948,1950,912,1458,1,1,330,97500,1.5Fin,Artery,NAmes,RL,Abnorml
5,1964,1999,1486,1486,1,0,480,167000,1Story,Norm,Edwards,RL,Normal
7,1976,1976,793,1935,2,1,550,197900,2Story,Norm,NWAmes,RL,Normal
8,1994,2005,1629,2448,2,1,711,402000,2Story,Norm,NoRidge,RL,Normal
6,1968,1968,1392,1392,1,2,576,110000,1Story,Norm,NAmes,RL,Normal
4,1972,1972,1138,1181,2,0,588,137500,SFoyer,Norm,Edwards,RL,Normal
8,2005,2006,2077,2097,1,1,1134,423000,1Story,RRAn,Somerst,RL,Partial
8,2000,2000,1406,1936,2,1,504,230500,2Story,Norm,Gilbert,RL,Normal
6,1965,1979,1021,2380,2,1,596,129000,2Story,Norm,NAmes,RL,Abnorml
6,1994,1998,1408,1679,2,1,575,193500,1Story,Norm,SawyerW,RL,Normal
5,1956,1987,1188,1437,1,1,576,168000,1Story,Norm,Sawyer,RL,Normal
4,1922,1950,700,1180,1,1,252,137500,1Story,Norm,Crawfor,RL,Normal
6,2005,2005,738,1476,2,0,540,173500,2Story,Norm,CollgCr,RL,Normal
6,1925,1950,672,1369,2,0,300,103600,2Story,Artery,Edwards,RH,Normal
6,1977,1977,1208,1208,1,1,546,165000,1Story,Norm,Veenker,RL,Normal
6,1957,2004,1477,1839,2,2,416,257500,1Story,Norm,Crawfor,RL,Normal
6,1965,1965,1136,1136,1,1,384,140000,1Story,Norm,NAmes,RL,Normal
6,1978,1978,855,1441,2,1,440,148500,2Story,Norm,NPkVill,RL,Normal
4,1900,1950,1095,1774,2,0,779,87000,2Story,Norm,OldTown,RM,Normal
5,1924,2006,768,792,1,0,240,109500,1Story,Norm,OldTown,RL,Normal
8,2008,2008,2046,2046,2,1,834,372500,1Story,Norm,StoneBr,RL,Partial
5,1961,1961,988,988,1,0,572,128500,1Story,Norm,Sawyer,RL,Normal
6,1980,1980,923,923,2,1,264,143000,1Story,Norm,SawyerW,RL,Normal
5,1932,2000,793,1520,1,0,281,159434,1.5Fin,Norm,SWISU,RH,Abnorml
6,1996,1997,1291,1291,1,1,431,173000,1Story,Norm,ClearCr,RL,Normal
9,2002,2002,1626,1668,2,1,702,285000,1Story,Norm,CollgCr,RL,Normal
7,1998,1998,1195,1839,2,0,486,221000,2Story,Norm,NoRidge,RL,Normal
7,1984,1984,1190,2090,2,1,577,207500,2Story,Norm,StoneBr,RL,Normal
7,2007,2007,874,1761,3,0,578,227875,2Story,Norm,Somerst,FV,Partial
7,2004,2004,551,1102,2,0,480,148800,2Story,Norm,Somerst,FV,Normal
8,2007,2007,1419,1419,2,1,567,392000,1Story,Norm,StoneBr,RL,Partial
6,2005,2006,1362,1362,2,1,460,194700,1Story,Norm,NridgHt,RL,Normal
6,2004,2004,848,848,1,1,420,141000,1Story,Norm,CollgCr,RM,Normal
10,1994,1995,2444,4316,3,2,832,755000,2Story,Norm,NoRidge,RL,Normal
7,1989,1990,1210,2519,2,2,628,335000,2Story,Norm,Timber,RL,Normal
5,1921,1968,1073,1073,1,0,326,108480,1Story,Norm,OldTown,RL,Abnorml
5,1936,1950,927,1539,1,0,576,141500,1.5Fin,Norm,BrkSide,RM,Normal
6,1987,1987,1112,1137,2,1,551,176000,1Story,Norm,Timber,RL,Normal
5,1921,1950,616,616,1,0,205,89000,1Story,Norm,BrkSide,RM,Normal
5,1952,1952,980,1148,1,0,308,123500,1Story,Norm,Edwards,RL,Normal
5,1965,2009,894,894,1,1,336,138500,1Story,RRAe,Sawyer,RL,Normal
7,2004,2004,1391,1391,2,0,530,196000,1Story,Norm,Somerst,FV,Normal
8,2002,2002,1800,1800,2,1,765,312500,1Story,Norm,Timber,RL,Normal
7,1969,1969,1164,1164,1,0,528,140000,1Story,Norm,NWAmes,RL,Normal
8,2006,2006,1234,2576,2,1,666,361919,2Story,Norm,StoneBr,RL,Partial
5,1900,1996,360,1812,2,1,672,140000,2Story,Feedr,OldTown,RM,Normal
7,2004,2005,1473,1484,2,0,606,213000,1Story,Norm,CollgCr,RL,Normal
4,1930,1950,0,1092,2,0,0,55000,2Story,Norm,IDOTRR,RM,Normal
7,1971,2002,1643,1824,2,2,739,302000,1Story,Norm,ClearCr,RL,Normal
8,2006,2006,1324,1324,2,1,550,254000,1Story,Norm,NridgHt,RL,Normal
7,2007,2007,728,1456,2,1,400,179540,2Story,Norm,Gilbert,RL,Partial
5,1966,1966,876,904,1,0,408,109900,1Story,Norm,Sawyer,RL,Abnorml
3,1935,2003,270,729,1,0,0,52000,1Story,Norm,BrkSide,RL,Normal
4,1900,1950,859,1178,1,0,384,102776,1.5Fin,Norm,IDOTRR,C (all),Abnorml
8,1988,1989,1228,1228,2,1,472,189000,1Story,Norm,StoneBr,RL,Normal
4,1970,1970,960,960,1,0,576,129000,1Story,RRAn,BrkSide,RL,Normal
6,1976,2005,725,1479,2,0,475,130500,2Story,RRAe,Sawyer,RL,Normal
6,1974,1974,1064,1350,2,1,478,165000,1Story,Norm,NWAmes,RL,Normal
7,1890,1998,718,2554,1,0,704,159500,2Story,Norm,OldTown,RM,Normal
5,1973,2000,1176,1178,1,1,439,157000,1Story,Norm,NWAmes,RL,Normal
7,1993,1994,1311,2418,2,1,983,341000,2Story,Norm,NoRidge,RL,Normal
5,1969,1969,971,971,1,1,300,128500,1Story,Norm,CollgCr,RL,Normal
8,1985,1985,1742,1742,2,1,564,275000,1Story,Norm,StoneBr,RL,Normal
6,2004,2004,848,848,1,0,420,143000,1Story,Norm,CollgCr,RM,Normal
4,1970,1970,864,864,1,0,463,124500,1Story,Norm,NAmes,RL,Normal
4,1954,1972,941,1470,2,0,548,135000,1.5Fin,Norm,Edwards,RL,Normal
9,2007,2008,1698,1698,2,1,768,320000,1Story,Norm,Edwards,RL,Normal
4,1970,1970,864,864,1,0,660,120500,1Story,Norm,NAmes,RL,Normal
6,1988,2007,880,1680,2,1,540,222000,1Story,Norm,Crawfor,RL,Normal
7,2007,2007,1232,1232,2,0,632,194500,1Story,Norm,CollgCr,RL,Normal
5,1958,1958,1584,1776,2,0,888,110000,1Story,Norm,NAmes,RL,Abnorml
4,1925,1950,780,1208,1,0,539,103000,1.5Fin,Norm,IDOTRR,RM,Normal
8,1995,1996,1595,1616,2,1,608,236500,1Story,Norm,StoneBr,RL,Normal
7,2003,2003,868,1146,2,1,438,187500,SLvl,Norm,Timber,RL,Normal
7,1998,1999,1153,2031,2,1,541,222500,2Story,Norm,CollgCr,RL,Normal
5,1961,1983,864,1144,1,1,264,131400,1Story,Feedr,Sawyer,RL,Normal
5,1968,1968,948,948,1,0,300,108000,1Story,Norm,Sawyer,RL,Family
7,1914,1970,880,1768,1,2,320,163000,2.5Unf,Norm,OldTown,RM,Normal
3,1950,1950,0,1040,2,0,400,93500,1Story,Norm,NAmes,RL,Normal
8,2005,2005,893,1801,2,1,800,239900,2Story,Norm,Gilbert,RL,Normal
5,1987,1988,1200,1200,3,0,0,179000,1Story,Norm,Edwards,RL,Alloca
7,2004,2004,864,1728,2,0,572,190000,2Story,Norm,CollgCr,RL,Normal
5,1910,2002,264,1432,2,0,360,132000,2Story,Norm,OldTown,RM,Abnorml
6,1961,1996,912,912,1,0,288,142000,1Story,Feedr,Sawyer,RL,Normal
7,2000,2001,1349,1349,2,0,539,179000,1Story,Norm,SawyerW,RL,Normal
5,1963,1999,520,1464,2,1,480,175000,SLvl,Norm,Sawyer,RL,Normal
8,1993,1993,1337,1337,2,1,462,180000,1Story,Norm,StoneBr,RL,Normal
8,1976,1996,1142,2715,3,2,831,299800,2Story,Norm,NWAmes,RL,Normal
7,2000,2000,952,2256,2,1,554,236000,2Story,Norm,Gilbert,RL,Normal
7,1880,2003,1240,2640,1,1,864,265979,2Story,Norm,OldTown,RM,Normal
7,1996,1996,1720,1720,2,1,527,260400,1Story,Norm,NoRidge,RL,Normal
4,1945,1950,0,1529,2,0,240,98000,1.5Fin,Norm,Edwards,RL,Normal
4,1910,2004,576,1140,1,0,0,96500,1.5Fin,Norm,OldTown,RM,Normal
7,2003,2003,660,1320,2,0,400,162000,2Story,RRAn,Gilbert,RL,Normal
6,1997,1997,1479,1494,2,0,576,217000,1Story,Norm,CollgCr,RL,Normal
8,2005,2005,1030,2098,2,1,878,275500,2Story,Norm,NridgHt,RL,Normal
6,1969,2005,1026,1026,1,0,440,156000,1Story,Norm,NAmes,RL,Normal
6,1999,1999,729,1471,2,0,440,172500,2Story,Norm,Somerst,FV,Normal
8,2007,2007,866,1768,2,0,578,212000,2Story,Norm,CollgCr,RL,Normal
6,1978,1978,672,1386,2,1,440,158900,2Story,Norm,Sawyer,RL,Abnorml
7,1999,1999,744,1501,2,0,440,179400,2Story,Norm,Somerst,FV,Normal
8,1995,1995,1318,2531,2,1,752,290000,2Story,Norm,NoRidge,RL,Normal
6,1959,1959,864,864,1,0,300,127500,1Story,Norm,NAmes,RL,Normal
5,1924,1950,1145,1301,1,0,440,100000,1Story,Feedr,BrkSide,RM,Normal
7,2009,2009,756,1547,2,0,614,215200,2Story,Norm,Somerst,FV,Normal
8,1999,1999,1252,2365,2,1,856,337000,2Story,Norm,NoRidge,RL,Normal
8,1995,1996,1494,1494,1,1,481,270000,1Story,Norm,Veenker,RL,Normal
9,2008,2008,1498,1506,2,1,592,264132,1Story,Norm,Somerst,RL,Partial
7,1988,1988,980,1714,2,1,496,196500,2Story,Norm,NWAmes,RL,Normal
6,1940,1985,983,1750,2,0,423,160000,1.5Fin,Norm,Mitchel,RL,Normal
7,2004,2005,1860,1836,2,1,484,216837,1Story,Norm,CollgCr,RL,Normal
8,2003,2003,1650,3279,3,1,841,538000,2Story,Norm,StoneBr,RL,Normal
5,1982,1982,858,858,1,0,576,134900,SFoyer,Norm,Sawyer,RL,Normal
4,1951,1951,836,1220,1,0,396,102000,1Story,Norm,Edwards,RL,Normal
6,1976,1976,1029,1117,1,1,672,107000,SLvl,Norm,Edwards,RL,Abnorml
5,1958,1958,912,912,1,0,275,114500,1Story,Feedr,NAmes,RL,Normal
8,2006,2006,1935,1973,2,1,895,395000,1Story,Norm,NridgHt,RL,Partial
6,1998,1998,1204,1204,2,0,412,162000,1Story,Norm,Mitchel,RM,Normal
7,2005,2006,1614,1614,2,0,865,221500,1Story,Norm,CollgCr,RL,Partial
5,1974,1974,864,894,1,1,440,142500,1Story,Norm,Sawyer,RL,Normal
5,1977,1977,0,2020,2,2,630,144000,1Story,Feedr,SawyerW,RH,Normal
6,1977,1977,975,1004,1,0,504,135000,SFoyer,Norm,Mitchel,RL,Normal
7,1995,1996,1237,1253,2,1,402,176000,1Story,Norm,Gilbert,RL,Normal
6,1992,1992,761,1603,2,0,484,175900,2Story,Norm,SawyerW,RL,Normal
7,2001,2002,1413,1430,2,0,605,187100,1Story,Norm,CollgCr,RL,Normal
5,1978,1978,1097,1110,1,1,602,165500,SFoyer,Norm,Mitchel,RL,Normal
6,1914,2001,742,1484,2,1,0,128000,2.5Unf,Norm,OldTown,RM,Normal
6,1967,1967,1372,1342,2,1,457,161500,1Story,Feedr,NWAmes,RL,Normal
5,1915,1950,686,1652,2,0,416,139000,1.5Fin,Artery,OldTown,RM,Normal
7,2004,2004,956,2084,2,0,618,233000,2Story,Norm,SawyerW,RL,Normal
4,1954,2000,901,901,1,0,281,107900,1Story,Norm,OldTown,RM,Normal
6,1966,2007,832,2087,2,0,444,187500,2Story,Norm,ClearCr,RL,Normal
7,2005,2006,1145,1145,2,1,397,160200,1Story,Norm,Blmngtn,RL,Normal
6,1976,1976,1029,1062,1,2,539,146800,SLvl,Norm,Mitchel,RL,Normal
7,1996,1997,1117,2013,2,1,455,269790,2Story,Norm,NoRidge,RL,Normal
8,2007,2007,1496,1496,2,0,474,225000,1Story,Norm,Somerst,RL,Partial
7,1994,1996,712,1895,2,1,409,194500,2Story,Norm,Gilbert,RL,Normal
6,1980,1981,650,1564,2,1,476,171000,2Story,Norm,SawyerW,RL,Normal
6,1977,1977,660,1285,1,1,528,143500,1Story,Norm,Sawyer,RL,Normal
5,1953,1953,773,773,1,0,240,110000,1Story,Norm,NAmes,RL,Abnorml
9,2008,2009,1926,3140,3,2,820,485000,2Story,Norm,NridgHt,RL,Partial
5,1937,1950,731,1768,1,2,240,175000,1.5Fin,Feedr,SWISU,RL,Normal
6,1997,1997,616,1688,2,0,603,200000,2Story,Feedr,ClearCr,RL,Normal
4,1916,1990,1196,1196,1,0,440,109900,1Story,Norm,IDOTRR,RM,Normal
7,2005,2005,728,1456,2,1,410,189000,2Story,Norm,CollgCr,RL,Normal
9,2008,2009,1734,2822,3,1,1020,582933,2Story,Norm,NridgHt,RL,Partial
5,1954,1954,936,1128,1,0,286,118000,1Story,Norm,NAmes,RL,Family
7,2008,2008,1417,1428,2,0,554,227680,1Story,Norm,Somerst,RL,Partial
5,1967,1967,980,980,2,0,384,135500,SLvl,Norm,NAmes,RL,Normal
5,1923,2004,1324,1576,1,1,528,223500,2Story,Norm,BrkSide,RL,Normal
5,1966,1966,1024,1086,1,1,484,159950,SLvl,Norm,NAmes,RL,Normal
5,1898,1965,849,2138,2,0,360,106000,2.5Unf,Norm,OldTown,RM,Normal
6,1974,1999,1040,1309,1,1,484,181000,1Story,Norm,NWAmes,RL,Normal
6,2004,2004,848,848,1,1,420,144500,1Story,Norm,CollgCr,RM,Normal
5,1952,1952,540,1044,1,0,504,55993,1Story,Norm,IDOTRR,C (all),Alloca
6,1958,1958,1442,1442,1,0,301,157900,1Story,Norm,NAmes,RL,Normal
5,1918,1950,686,1250,1,0,280,116000,1.5Fin,Norm,Edwards,RL,Normal
7,1998,1998,1649,1661,2,0,598,224900,1Story,Norm,CollgCr,RL,Normal
5,1954,1954,1008,1008,1,1,275,137000,1Story,Norm,NAmes,RL,Normal
8,2002,2002,1568,1689,2,2,857,271000,1Story,Norm,Mitchel,RL,Normal
6,1971,1971,1010,1052,1,0,440,155000,SLvl,Norm,ClearCr,RL,Normal
7,2009,2010,1358,1358,2,1,484,224000,1Story,Norm,NridgHt,RL,Partial
7,2003,2003,798,1640,2,0,595,183000,2Story,Norm,CollgCr,RL,Normal
4,1953,1953,936,936,1,0,576,93000,1Story,Norm,OldTown,RM,Normal
7,2003,2003,847,1733,2,1,433,225000,2Story,Norm,Gilbert,RL,Family
6,1940,1950,778,1489,2,1,240,139500,1.5Fin,Norm,SWISU,RL,Normal
8,2006,2006,1489,1489,2,1,776,232600,1Story,Norm,Somerst,FV,Partial
10,2007,2008,2078,2084,2,1,1220,385000,1Story,PosN,NridgHt,RL,Partial
5,1924,1950,784,784,1,0,0,109500,1.5Unf,Norm,BrkSide,RM,Normal
7,2001,2001,1454,1434,2,1,527,189000,1Story,Norm,SawyerW,RL,Normal
5,1967,1967,1013,2126,2,0,538,185000,2Story,Norm,ClearCr,RL,Abnorml
7,2005,2005,600,1223,2,0,480,147400,2Story,Norm,Somerst,FV,Normal
6,1957,1957,1392,1392,1,2,458,166000,1Story,Norm,NAmes,RL,Normal
7,2005,2005,600,1200,2,0,480,151000,2Story,Norm,Somerst,FV,Normal
7,2003,2003,941,1829,2,1,613,237000,2Story,Norm,CollgCr,RL,Normal
6,1964,1964,1516,1516,1,0,472,167000,1Story,Norm,NAmes,RL,Normal
5,1961,1961,1144,1144,1,0,456,139950,1Story,Norm,NAmes,RL,Normal
4,1950,1995,1067,1067,2,0,436,128000,1Story,Norm,Sawyer,RL,Normal
5,1948,1973,1559,1559,1,0,812,153500,1Story,Norm,OldTown,RM,Normal
6,1973,1973,483,987,1,0,264,100000,2Story,Norm,BrDale,RM,Normal
5,1995,2006,1099,1099,1,0,352,144000,1Story,Norm,CollgCr,RL,Normal
5,1946,1995,768,1200,1,0,240,130500,1.5Fin,Norm,Edwards,RL,Normal
6,1925,1950,672,1482,2,0,400,140000,2Story,Norm,SWISU,RH,Normal
5,1904,2002,650,1539,2,1,686,157500,2Story,Norm,OldTown,RM,Normal
6,1966,1966,1127,1165,1,0,490,174900,SLvl,Norm,NAmes,RL,Normal
5,1961,1961,1800,1800,2,0,0,141000,1Story,Artery,NAmes,RL,Normal
5,1915,1950,876,1416,1,1,720,153900,1.5Fin,Artery,OldTown,RM,Normal
5,1975,1981,1390,1701,2,2,611,171000,SFoyer,RRAe,Sawyer,RL,Normal
7,1993,1993,740,1775,2,1,425,213000,2Story,Norm,SawyerW,RL,Normal
5,1972,1972,864,864,1,1,338,133500,1Story,Norm,CollgCr,RL,Normal
6,1908,1997,907,2358,3,1,360,240000,1.5Fin,Norm,ClearCr,RL,Normal
6,1976,1994,528,1855,2,1,512,187000,SLvl,Feedr,Veenker,RL,Normal
6,2003,2003,848,848,1,0,420,131500,1Story,Norm,CollgCr,RM,Normal
8,2003,2003,1273,1456,2,1,400,215000,1Story,Norm,Blmngtn,RL,Normal
7,1941,1950,918,1646,2,2,240,164000,2.5Unf,Norm,Crawfor,RL,Normal
6,1964,1964,1127,1445,1,1,645,158000,SLvl,Norm,NAmes,RL,Normal
5,1955,1974,1763,1779,1,1,454,170000,1Story,Norm,Sawyer,RL,Abnorml
5,1962,2010,1040,1040,1,0,260,127000,1Story,Norm,Sawyer,RL,Normal
6,1978,1978,940,1026,1,0,576,147000,SLvl,Norm,CollgCr,RL,Normal
6,1994,1995,702,1481,2,1,343,174000,2Story,Norm,Gilbert,RL,Normal
7,1976,1976,1090,1370,2,1,479,152000,1Story,Norm,NWAmes,RL,Family
6,1968,1984,1054,2654,2,1,619,250000,2Story,PosA,NWAmes,RL,Normal
7,1918,1998,912,1426,1,1,216,189950,1.5Fin,Norm,Crawfor,RL,Normal
5,1965,1965,1039,1039,1,0,504,131500,1Story,Norm,Sawyer,RL,Normal
6,1984,1985,1040,1097,2,0,480,152000,1Story,Norm,SawyerW,RL,Normal
5,1959,1959,1148,1148,1,0,672,132500,1Story,Norm,NAmes,RL,Normal
7,2007,2008,1372,1372,2,0,529,250580,1Story,Norm,Somerst,FV,Partial
5,1970,1970,1002,1002,1,0,902,148500,1Story,Norm,NAmes,RL,Normal
8,2006,2007,1638,1646,2,1,870,248900,1Story,Norm,Timber,RL,Partial
4,1961,1961,1040,1120,1,0,544,129000,1Story,Feedr,Sawyer,RL,Normal
5,1948,1950,0,2320,2,1,672,169000,2Story,Feedr,Gilbert,RL,Normal
7,1993,1994,1050,1949,2,1,574,236000,2Story,Norm,SawyerW,RL,Normal
5,1962,1962,894,894,1,0,308,109500,1Story,PosN,NAmes,RL,Normal
6,1998,1998,804,1682,2,0,523,200500,2Story,Norm,CollgCr,RL,Normal
5,1953,1996,105,910,1,0,414,116000,1Story,Norm,NAmes,RL,Normal
