OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,Fireplaces,GarageArea,SalePrice,HouseStyle,Condition1,Neighborhood,MSZoning,SaleCondition
7,2009,2009,1502,1502,2,0,644,233170,1Story,Norm,NridgHt,RL,Partial
8,2008,2008,1694,1694,2,0,776,245350,1Story,Norm,CollgCr,RL,Normal
6,2000,2000,959,1671,2,1,472,173000,2Story,RRAn,Gilbert,RL,Normal
6,1935,1986,1127,2108,2,2,540,235000,2Story,Norm,Edwards,RL,Normal
10,1995,1996,1930,3627,3,1,807,625000,2Story,Norm,NoRidge,RL,Normal
6,1977,1977,1096,1118,1,1,358,171000,SLvl,Norm,Mitchel,RL,Normal
6,1958,1958,1261,1261,1,1,433,163000,1Story,Norm,NAmes,RL,Normal
7,2006,2007,625,1250,2,0,625,171900,2Story,Norm,Somerst,FV,Normal
5,1946,1994,1598,3086,3,1,0,200500,1.5Fin,Norm,ClearCr,RL,Normal
6,1932,1950,952,2345,2,1,360,239000,2Story,Norm,Crawfor,RL,Normal
8,1992,2000,1683,2872,2,1,541,285000,1.5Fin,Norm,NoRidge,RL,Normal
5,1984,1985,876,923,1,0,264,119500,1Story,Norm,Mitchel,RL,Normal
6,1926,2004,818,1224,1,0,210,115000,1.5Fin,Artery,OldTown,RM,Normal
5,1921,1950,731,1343,1,1,186,154900,1.5Fin,Norm,Crawfor,RL,Normal
5,1954,1954,0,1124,1,1,0,93000,1Story,Norm,Edwards,RL,Normal
7,1990,1991,1216,2514,2,0,693,250000,2Story,Norm,Timber,RL,Normal
8,2008,2008,1600,1652,2,1,482,392500,1Story,Norm,Crawfor,RM,Partial
10,1996,1996,2396,4476,3,2,813,745000,2Story,Norm,NoRidge,RL,Abnorml
5,1920,1950,1120,1130,1,1,720,120000,1Story,Norm,OldTown,RL,Normal
5,1963,1963,1572,1572,1,2,995,186700,1Story,Norm,Timber,RL,Normal
5,1924,1950,784,1221,1,0,392,104900,1.5Fin,Norm,Edwards,RL,Normal
3,1900,1970,978,1699,2,0,420,95000,2Story,Artery,OldTown,RL,Abnorml
8,1994,1995,1624,1624,2,1,757,262000,1Story,Norm,NoRidge,RL,Normal
7,2002,2002,831,1660,2,0,493,195000,2Story,Norm,CollgCr,RL,Normal
7,1999,1999,994,1804,2,1,442,189000,2Story,Norm,Gilbert,RL,Normal
4,1961,1975,1249,1622,1,1,1356,168000,1Story,Norm,Mitchel,RL,Normal
8,1999,2000,776,1441,2,0,492,174000,2Story,Norm,Somerst,FV,Normal
5,1925,1994,702,1472,1,0,250,125000,1.5Fin,Norm,OldTown,RM,Normal
6,1999,1999,1224,1224,2,0,402,165000,1Story,Norm,Mitchel,RM,Normal
6,1969,1969,663,1352,1,0,299,158000,2Story,Norm,Sawyer,RL,Normal
6,2005,2005,728,1456,2,0,400,176000,2Story,Norm,Gilbert,RL,Normal
7,2006,2006,879,1863,2,1,660,219210,2Story,Norm,Gilbert,RL,Partial
7,1916,1950,815,1690,1,1,225,144000,2.5Unf,Norm,OldTown,RM,Normal
7,2001,2001,1212,1212,2,0,573,178000,1Story,Norm,CollgCr,RL,Normal
4,1963,1979,1051,1382,1,1,459,148000,1Story,Norm,Sawyer,RL,Normal
4,1970,1970,864,864,1,0,280,116050,1Story,Norm,NAmes,RL,Abnorml
7,1998,1998,866,1779,2,0,546,197900,2Story,Norm,CollgCr,RL,Normal
5,1925,1997,884,1348,1,1,216,117000,1.5Fin,Norm,BrkSide,RM,Normal
7,2000,2001,1630,1630,2,1,451,213000,1Story,Norm,CollgCr,RL,Normal
5,1975,1975,1056,1074,1,0,495,153500,1Story,Norm,NWAmes,RL,Normal
7,1990,1991,2158,2196,2,1,701,271900,1Story,Norm,SawyerW,RL,Normal
4,1966,1966,1056,1056,1,0,384,107000,1Story,Norm,SawyerW,RH,Normal
6,2003,2003,1682,1700,2,0,544,200000,1Story,Norm,CollgCr,RL,Normal
5,1962,1980,931,1283,1,0,506,140000,1Story,Norm,NAmes,RL,Normal
8,2006,2006,1660,1660,2,1,500,290000,1Story,RRNn,Somerst,RL,Partial
6,1992,1992,1055,1845,2,1,462,189000,2Story,Norm,SawyerW,RL,Normal
8,1988,2005,559,1752,2,0,492,164000,1.5Fin,Norm,Gilbert,RL,Normal
4,1941,1950,672,672,1,0,234,113000,1Story,Norm,Edwards,RL,Normal
4,1965,2001,648,960,0,0,364,145000,SLvl,Norm,Sawyer,RL,Normal
5,1962,1962,925,999,1,0,300,134500,SFoyer,Norm,NAmes,RL,Normal
5,1966,1966,894,894,1,0,384,125000,1Story,Norm,Sawyer,RL,Normal
6,1978,1978,0,1902,2,0,539,112000,1.5Fin,RRAe,Sawyer,RM,Normal
8,2009,2009,1300,1314,2,0,552,229456,1Story,Norm,Somerst,FV,Partial
4,1947,1950,0,912,1,0,0,80500,1.5Fin,Norm,BrkSide,RM,Normal
6,1971,1971,672,1218,1,0,0,91500,2Story,Norm,BrDale,RM,Abnorml
5,1964,1964,912,912,1,0,288,115000,1Story,Norm,NAmes,RL,Abnorml
5,1968,1968,952,1211,1,1,322,134000,1Story,Feedr,Sawyer,RL,Normal
6,1949,1950,1040,1846,2,1,315,143000,1.5Fin,Artery,NAmes,RL,Normal
5,1951,1951,2136,2136,2,0,528,137900,1Story,Norm,NAmes,RL,Normal
7,2004,2005,788,1490,2,1,388,184000,2Story,RRAn,Gilbert,RL,Normal
6,1958,1958,588,1138,1,0,264,145000,SLvl,Norm,NAmes,RL,Normal
6,2007,2007,894,1933,2,1,668,214000,2Story,Feedr,Somerst,RL,Normal
5,1965,2008,912,912,1,0,576,147000,1Story,Norm,NAmes,RL,Normal
9,2008,2008,1702,1702,1,1,1052,367294,1Story,Norm,NridgHt,RL,Partial
5,1960,1960,1075,1507,2,0,404,127000,SLvl,Norm,NAmes,RL,Normal
5,1977,1977,1361,2620,2,1,600,190000,1.5Fin,Feedr,Sawyer,RL,Normal
5,1962,1962,1106,1190,1,0,540,132500,SLvl,Norm,NAmes,RL,Normal
4,1962,1962,0,1224,2,0,462,101800,1Story,Norm,NAmes,RL,Normal
5,1959,1959,1188,1188,1,0,531,142000,1Story,Norm,NAmes,RL,Abnorml
5,1911,1950,940,1964,1,0,0,130000,2Story,Norm,SWISU,RH,Abnorml
5,1914,1950,747,1784,1,0,180,138887,2Story,Norm,Crawfor,RL,Normal
7,2003,2003,764,1626,2,0,474,175500,2Story,Norm,NridgHt,RL,Normal
7,2004,2005,847,1948,2,1,434,195000,2Story,Norm,CollgCr,RL,Normal
6,2005,2005,1141,1141,1,0,484,142500,1Story,RRAe,SawyerW,RL,Abnorml
8,2006,2006,1476,1484,2,1,472,265900,1Story,Norm,Timber,RL,Normal
7,2003,2003,884,1768,2,0,543,224900,2Story,Norm,CollgCr,RL,Normal
7,2007,2007,1689,1689,2,0,954,248328,1Story,Norm,Somerst,RL,Partial
7,1974,1974,1053,1173,2,2,528,170000,SFoyer,Norm,NWAmes,RL,Family
10,2006,2006,2076,2076,2,1,850,465000,1Story,Norm,NridgHt,RL,Partial
8,1929,1950,792,1517,1,2,400,230000,2Story,Norm,Crawfor,RL,Normal
6,1984,2003,585,1868,3,1,477,178000,SLvl,Norm,NWAmes,RL,Abnorml
7,2005,2006,756,1553,2,0,615,186500,2Story,Norm,Somerst,FV,Partial
6,1976,1976,1012,1034,1,0,888,169900,SLvl,Norm,Mitchel,RL,Normal
6,1917,1950,735,2058,1,1,396,129500,2.5Unf,Norm,OldTown,RM,Normal
5,1950,1950,876,988,1,0,276,119000,1Story,Norm,NAmes,RL,Normal
7,1968,1968,2110,2110,2,2,522,244000,1Story,Norm,NAmes,RL,Normal
7,2003,2003,1405,1405,2,1,478,171750,1Story,Norm,NridgHt,RL,Normal
5,1968,1968,864,874,1,0,288,130000,1Story,Norm,Mitchel,RL,Normal
7,1974,2003,1192,2167,2,2,518,294000,2Story,Norm,Veenker,RL,Normal
7,2003,2004,746,1656,2,1,397,165400,2Story,Norm,Edwards,RL,Normal
6,1931,1950,884,1367,1,1,560,127500,1.5Fin,Norm,BrkSide,RM,Normal
8,1994,1994,1986,1987,2,1,691,301500,1Story,Norm,NoRidge,RL,Normal
5,1922,1950,864,864,1,0,0,99900,1Story,Feedr,Edwards,RL,Normal
7,2005,2005,856,1166,2,0,400,190000,SLvl,Norm,Gilbert,RL,Normal
6,1969,1969,1054,1054,1,0,460,151000,1Story,Norm,NAmes,RL,Normal
6,1999,1999,841,1675,2,1,502,181000,2Story,RRAn,Gilbert,RL,Normal
5,1956,1956,1050,1050,1,0,338,128900,1Story,Norm,NAmes,RL,Normal
4,1957,1989,1104,1788,1,2,304,161500,1.5Fin,Norm,ClearCr,RL,Normal
6,1919,1950,764,1824,1,1,520,180500,2Story,Norm,BrkSide,RL,Normal
6,1998,1999,1405,1337,2,0,511,181000,1Story,Norm,NAmes,RH,Abnorml
7,1999,1999,691,1452,2,0,506,183900,2Story,Norm,Somerst,FV,Normal
7,1910,1950,925,1889,1,1,308,122000,2.5Unf,Feedr,OldTown,RM,Normal
9,2008,2009,2002,2018,2,1,746,378500,1Story,Norm,Timber,RL,Normal
8,1935,1997,728,3447,3,2,1014,381000,1.5Fin,Norm,Crawfor,RL,Normal
5,1958,1958,874,1524,1,0,315,144000,1.5Fin,Feedr,NAmes,RL,Normal
7,1979,1979,1332,1524,0,1,586,260000,1Story,Norm,ClearCr,RL,Normal
6,1968,1968,1489,1489,2,1,462,185750,1Story,PosN,NWAmes,RL,Normal
5,1965,1965,935,935,1,0,288,137000,1Story,Norm,Sawyer,RL,Normal
6,1959,2006,1019,1357,1,1,312,177000,SLvl,Norm,Edwards,RL,Normal
5,1910,2003,661,1250,2,1,552,139000,1.5Fin,Norm,Crawfor,RL,Normal
5,1948,1950,928,1920,2,0,400,137000,2Story,Feedr,NAmes,RL,Normal
6,1972,1972,723,1395,1,1,497,162000,2Story,Norm,NWAmes,RL,Normal
6,1967,1976,1680,1724,1,1,480,197900,SLvl,Norm,NWAmes,RL,Normal
8,2002,2002,1128,2031,2,1,577,237000,2Story,Norm,CollgCr,RL,Normal
4,1920,1950,698,1128,1,0,528,68400,1.5Fin,Norm,IDOTRR,C (all),Abnorml
7,2002,2002,1573,1573,2,0,544,227000,1Story,Norm,CollgCr,RL,Normal
7,1990,1990,1309,1339,2,1,484,180000,1Story,Norm,Timber,RL,Normal
5,1977,2008,1040,1040,2,0,484,150500,1Story,Norm,CollgCr,RL,Normal
6,1971,1971,912,1824,2,0,0,139000,2Story,Norm,Mitchel,RL,Normal
6,1919,1990,804,2447,2,1,336,169000,1.5Fin,Feedr,SWISU,RL,Normal
6,1939,1950,780,1412,1,1,280,132500,1.5Fin,Norm,BrkSide,RM,Normal
6,1963,1963,1328,1328,1,2,528,143000,1Story,Feedr,NWAmes,RL,Normal
5,1964,1964,1624,1582,2,0,390,190000,1Story,Norm,ClearCr,RL,Normal
8,2000,2000,1501,1659,2,1,499,278000,1Story,Norm,StoneBr,RL,Normal
8,2006,2006,1085,1970,2,1,753,281000,2Story,Norm,NridgHt,RL,Partial
5,1964,1964,1152,1152,1,1,484,180500,SLvl,Norm,NAmes,RL,Normal
5,1972,1972,630,1302,2,0,264,119500,2Story,Norm,BrDale,RM,Normal
5,1892,1965,994,2372,2,0,432,107500,2Story,Norm,OldTown,RM,Normal
7,1976,1976,832,1664,2,1,528,162900,2Story,Norm,NWAmes,RL,Normal
5,1955,1990,864,864,1,0,572,115000,1Story,Norm,Edwards,RL,Normal
5,1968,1968,1052,1052,1,0,288,138500,1Story,Feedr,NAmes,RL,Normal
5,1963,1963,1120,1128,2,0,525,155000,1Story,Norm,NAmes,RL,Normal
6,2005,2006,547,1072,2,0,525,140000,SFoyer,Norm,Edwards,RM,Partial
10,2008,2008,6110,5642,2,3,1418,160000,2Story,Feedr,Edwards,RL,Partial
5,1959,1994,1246,1246,1,0,305,154000,1Story,Norm,NAmes,RL,Normal
7,1999,1999,978,1983,2,1,490,225000,2Story,Norm,Gilbert,RL,Normal
6,1942,1950,771,1494,1,2,213,177500,2Story,Norm,Crawfor,RL,Normal
8,1994,1994,1165,2526,2,1,844,290000,2Story,Norm,NoRidge,RL,Normal
7,2005,2005,1616,1616,2,0,834,232000,1Story,Norm,Somerst,RL,Normal
7,2004,2004,976,1708,2,0,380,130000,2Story,Norm,Edwards,RM,Normal
9,2006,2007,1652,1652,2,2,840,325000,1Story,Norm,NridgHt,RL,Normal
7,2005,2006,1368,1368,2,1,474,202500,1Story,Norm,NridgHt,RL,Partial
5,1994,1995,990,990,1,0,480,138000,1Story,Norm,CollgCr,RL,Normal
5,1948,2005,924,1122,1,0,528,147000,1Story,Norm,OldTown,RM,Normal
6,1991,1991,1278,1294,2,0,496,179200,1Story,Norm,SawyerW,RL,Normal
7,1959,2002,1902,1902,2,2,567,335000,1Story,PosA,Crawfor,RL,Normal
7,2005,2007,1274,1274,2,0,508,203000,1Story,Norm,CollgCr,RL,Partial
8,1990,1990,1453,2810,2,1,750,302000,2Story,Norm,NoRidge,RL,Normal
9,1999,1999,1393,2599,2,1,779,333168,2Story,Norm,NoRidge,RL,Normal
4,1954,1954,948,948,1,1,280,119000,1Story,Norm,Edwards,RL,Normal
6,1969,1969,952,2112,2,2,576,206900,2Story,Norm,NAmes,RL,Normal
8,2008,2008,1622,1630,2,1,860,295493,1Story,Norm,CollgCr,RL,Normal
7,2006,2007,1352,1352,2,1,466,208900,1Story,Norm,Somerst,FV,Partial
8,2001,2002,1753,1787,2,1,748,275000,1Story,Norm,CollgCr,RL,Normal
4,1954,1954,864,948,1,0,248,111000,1Story,Norm,Edwards,RL,Normal
6,1957,1957,1478,1478,1,2,442,156500,1Story,Norm,NAmes,RL,Normal
3,1949,1950,0,720,1,0,287,72500,1Story,Feedr,BrkSide,RL,Normal
7,1992,1992,750,1923,2,1,564,190000,2Story,Norm,NoRidge,RL,Normal
4,1940,1950,420,708,1,0,0,82500,1Story,Norm,BrkSide,RL,Normal
8,2006,2007,1795,1795,2,1,895,147000,1Story,Norm,Somerst,RL,Partial
4,1922,1950,796,796,1,0,0,55000,1Story,Norm,IDOTRR,RM,Normal
3,1931,2006,544,774,1,0,0,79000,1Story,Norm,Edwards,RH,Normal
5,1982,2008,816,816,1,1,264,130500,1Story,Norm,Mitchel,RL,Normal
6,1920,1950,1510,2792,2,2,520,256000,1.5Fin,Norm,OldTown,RM,Normal
7,1998,1998,935,1632,2,1,462,176500,2Story,Norm,Gilbert,RL,Normal
8,2006,2006,1588,1588,2,1,825,227000,1Story,Norm,Somerst,RL,Normal
5,1976,1976,911,954,1,0,576,132500,SLvl,Norm,CollgCr,RL,Normal
4,1938,1958,816,816,1,1,288,100000,1Story,Norm,Edwards,RL,Normal
5,1938,1995,803,1360,1,0,297,125500,1.5Fin,Norm,IDOTRR,RM,Normal
5,1970,1970,765,1365,1,0,440,125000,2Story,Norm,BrDale,RM,Normal
6,1977,1977,1350,1334,2,1,630,167900,1Story,Norm,NWAmes,RL,Normal
5,1973,1973,1656,1656,2,0,506,135000,1Story,Feedr,NWAmes,RL,Normal
4,1941,1950,693,693,1,0,0,52500,1Story,Feedr,OldTown,RM,Normal
7,2002,2002,916,1861,2,0,492,200000,2Story,Norm,CollgCr,RL,Normal
5,1972,1972,864,864,1,0,288,128500,1Story,Norm,CollgCr,RL,Normal
4,1971,1971,858,872,1,0,480,123000,1Story,Norm,NAmes,RL,Normal
6,2003,2004,1114,1114,1,0,576,155000,1Story,RRAe,SawyerW,RL,Normal
8,2002,2002,1284,2169,2,1,647,228500,2Story,Norm,CollgCr,RL,Normal
6,1928,1950,896,1913,1,1,342,177000,1.5Fin,Norm,Crawfor,RL,Normal
7,2006,2006,728,1456,2,1,440,155835,2Story,Norm,CollgCr,RL,Partial
4,1920,1950,960,960,1,0,308,108500,1Story,Norm,OldTown,RM,Normal
7,1968,2003,1568,2156,2,1,508,262500,1Story,PosN,NWAmes,RL,Normal
8,2006,2007,1732,1776,2,1,712,283463,1Story,Norm,Timber,RL,Partial
7,1998,1998,1482,1494,2,1,514,215000,1Story,Norm,SawyerW,RL,Normal
8,1872,1987,684,2358,2,0,0,122000,2Story,Norm,OldTown,RM,Normal
5,1969,1969,1248,2634,2,0,968,200000,2Story,Artery,NAmes,RL,Normal
6,1962,1962,858,1716,1,1,490,171000,2Story,Norm,NAmes,RL,Normal
6,1937,2000,698,1176,1,0,624,134900,1.5Fin,Norm,BrkSide,RM,Normal
8,1995,1996,2033,3238,2,1,666,410000,1.5Fin,Norm,NoRidge,RL,Normal
7,2000,2000,992,1865,2,1,839,235000,2Story,Norm,CollgCr,RL,Normal
7,1968,1992,570,1920,3,1,487,170000,SLvl,Norm,NWAmes,RL,Normal
5,1966,1966,864,892,1,0,264,110000,1Story,Norm,NAmes,RL,Normal
5,1971,2008,1078,1078,1,1,500,149900,1Story,Norm,NAmes,RL,Normal
6,2000,2000,756,1573,2,0,440,177500,2Story,Norm,Somerst,FV,Normal
9,2004,2005,1980,1980,2,1,770,315000,1Story,Norm,NridgHt,RL,Normal
5,1921,1998,612,2601,3,0,621,189000,2Story,Feedr,SWISU,RL,Normal
7,2005,2005,1530,1530,2,1,430,260000,1Story,Norm,StoneBr,RL,Normal
4,1920,2007,715,1738,2,1,368,104900,1.5Fin,Feedr,NAmes,RL,Normal
6,2006,2007,616,1412,2,1,432,156932,2Story,Norm,Gilbert,RL,Partial
7,2005,2005,600,1200,2,0,480,144152,2Story,Norm,Somerst,FV,Abnorml
7,2000,2000,814,1674,2,0,663,216000,2Story,Norm,Somerst,FV,Normal
7,1999,1999,873,1790,2,0,588,193000,2Story,Norm,CollgCr,RL,Abnorml
5,1977,1977,757,1475,2,1,336,127000,2Story,Norm,MeadowV,RM,Normal
6,2003,2004,848,848,1,0,420,144000,1Story,Norm,CollgCr,RM,Normal
8,2003,2003,1657,1668,2,1,502,232000,1Story,Norm,CollgCr,RL,Normal
4,1920,1950,840,1374,1,0,338,105000,1.5Fin,Artery,OldTown,RL,Normal
6,1955,1996,992,1661,1,1,377,165500,SLvl,Norm,NAmes,RL,Normal
7,1998,1998,1108,2097,2,1,583,274300,2Story,Norm,CollgCr,RL,Normal
10,2001,2002,2633,2633,2,2,804,466500,1Story,Norm,NoRidge,RL,Normal
7,2005,2005,1026,1958,2,1,936,250000,2Story,Norm,Somerst,FV,Normal
8,2007,2007,1571,1571,2,1,722,239000,1Story,Norm,Timber,RL,Partial
6,1930,1950,768,790,1,0,160,91000,1Story,Norm,SWISU,RL,Normal
5,1941,1960,984,1604,2,0,660,117000,1.5Fin,Norm,Edwards,RL,Normal
6,1973,1973,483,987,1,0,264,83000,2Story,Norm,BrDale,RM,Normal
3,1914,1950,864,864,1,0,200,58500,1Story,Norm,Edwards,RL,Normal
6,1970,1970,1205,2117,2,2,550,237500,1Story,Norm,NAmes,RL,Normal
7,1920,1950,596,1762,1,0,576,157000,2Story,Norm,OldTown,RM,Normal
5,1918,2007,816,1416,2,0,576,112000,1Story,Norm,Sawyer,RL,Normal
6,1939,1950,560,1258,1,0,280,105000,1.5Fin,Norm,Edwards,RL,Normal
4,1922,2007,796,1154,1,0,240,125500,1.5Fin,Norm,IDOTRR,RM,Normal
7,1978,1978,1392,2784,3,2,564,250000,2Story,RRAn,NWAmes,RL,Normal
6,1916,1950,714,2526,2,1,216,136000,1.5Fin,Artery,OldTown,RM,Family
9,2006,2007,1746,1746,2,2,758,377500,1Story,Norm,Gilbert,RL,Normal
6,1941,1950,735,1218,1,1,440,131000,1.5Fin,Norm,BrkSide,RM,Normal
7,2000,2000,1525,1525,2,0,541,235000,1Story,Norm,CollgCr,RL,Normal
5,1967,1967,1584,1584,2,0,792,124000,1Story,Norm,NAmes,RL,Normal
5,1967,1967,864,900,1,1,288,123000,SFoyer,Norm,NAmes,RL,Normal
6,1905,2000,482,1912,2,1,672,163000,1.5Fin,Norm,OldTown,RM,Normal
7,2006,2006,1356,1500,2,1,648,246578,1Story,Norm,Blmngtn,RL,Partial
8,2005,2006,1094,2482,2,1,642,281213,2Story,Norm,Timber,RL,Normal
5,1948,1950,747,1687,1,2,572,160000,1Story,Norm,Timber,RL,Normal
5,1920,2004,939,1513,1,0,180,137500,2Story,Norm,BrkSide,RM,Normal
5,1950,1982,1208,1904,1,0,240,138000,1.5Fin,Norm,NAmes,RL,Normal
6,1925,1990,976,1608,2,1,216,137450,1.5Fin,Norm,SWISU,RL,Normal
6,1929,1950,862,1158,1,1,208,120000,1.5Fin,Norm,BrkSide,RM,Normal
6,2004,2004,839,1593,2,1,398,193000,2Story,Norm,Gilbert,RL,Normal
7,2006,2006,1286,1294,2,1,662,193879,1Story,Norm,CollgCr,RL,Partial
8,2007,2007,1485,1464,2,0,754,282922,1Story,RRAn,Somerst,RL,Normal
3,1915,1950,672,1214,1,0,936,105000,1.5Fin,Artery,OldTown,RL,Family
8,2004,2005,1594,1646,2,1,482,275000,1Story,Norm,Crawfor,RM,Normal
5,1972,2007,768,768,1,0,396,133000,SFoyer,Norm,CollgCr,RL,Normal
5,1985,1985,833,833,1,0,0,112000,1Story,Norm,Mitchel,RL,Normal
4,1910,1950,622,1363,1,0,528,125500,2Story,Norm,OldTown,RM,Normal
7,1986,1991,791,2093,2,1,542,215000,2Story,Norm,NWAmes,RL,Normal
7,2001,2001,944,1840,2,0,622,230000,2Story,Norm,CollgCr,RL,Normal
6,1950,2005,856,1668,1,0,271,140000,1.5Fin,Norm,NAmes,RL,Normal
4,1949,1950,0,1040,2,0,420,90000,1Story,Norm,NAmes,RL,Normal
8,2005,2006,1844,1844,2,1,620,257000,1Story,Norm,SawyerW,RL,Abnorml
6,1923,2000,833,1848,1,1,370,207000,1.5Fin,Norm,BrkSide,RL,Normal
7,2007,2007,1386,1569,2,1,660,175900,1Story,Norm,Blmngtn,RL,Normal
4,1885,1950,777,2290,2,0,560,122500,2Story,Norm,OldTown,RM,Normal
8,1998,1998,1284,2450,2,1,1069,340000,2Story,Norm,NoRidge,RL,Normal
5,1963,1963,1144,1144,1,0,336,124000,1Story,Norm,NAmes,RL,Normal
6,1969,1969,1844,1844,2,1,540,223000,1Story,Norm,Crawfor,RL,Normal
6,1968,1968,708,1416,2,1,776,179900,2Story,Norm,NWAmes,RL,Normal
6,1977,1977,1069,1069,2,1,440,127500,1Story,Norm,NPkVill,RL,Normal
6,2003,2003,848,848,1,0,420,136500,1Story,Norm,CollgCr,RM,Normal
6,1966,1966,697,2201,2,1,432,274970,SLvl,Norm,Edwards,RL,Alloca
5,1958,1983,1024,1344,1,1,484,144000,1Story,Norm,NAmes,RL,Normal
6,1959,1959,1252,1252,1,0,528,142000,1Story,Norm,NAmes,RL,Normal
7,1994,1994,1223,2127,2,2,525,271000,2Story,Norm,NoRidge,RL,Normal
5,1945,1950,913,1558,1,1,288,140000,1.5Fin,Artery,NAmes,RL,Normal
5,1940,1992,788,804,1,2,240,119000,1Story,Norm,OldTown,RM,Abnorml
6,1981,1981,1440,1440,2,1,467,182900,1Story,Norm,NWAmes,RL,Normal
5,2005,2005,732,1838,2,1,372,192140,2Story,RRAn,Gilbert,RL,Normal
6,1976,1976,958,958,2,0,440,143750,1Story,Norm,NPkVill,RL,Normal
4,1927,2007,656,968,2,0,216,64500,1Story,Norm,OldTown,RL,Normal
6,2000,2000,936,1792,2,1,451,186500,2Story,Norm,Gilbert,RL,Normal
5,1977,1977,1126,1126,2,1,484,160000,1Story,Norm,Mitchel,RL,Normal
6,1962,2005,1319,1537,1,1,462,174000,1Story,Norm,NAmes,RL,Abnorml
4,1971,1971,864,864,1,0,528,120500,1Story,Norm,NAmes,RL,Normal
8,2008,2008,1932,1932,2,1,774,394617,1Story,Norm,NridgHt,RL,Partial
6,1957,1996,912,1236,1,0,923,149700,1Story,Artery,OldTown,RM,Normal
7,1979,1979,539,1725,2,1,550,197000,SLvl,Norm,NWAmes,RL,Normal
6,1922,1994,588,2555,2,1,672,191000,2.5Fin,Norm,Crawfor,RL,Normal
6,2004,2004,848,848,1,1,420,149300,1Story,Norm,CollgCr,RM,Normal
10,2008,2008,1017,2007,2,1,812,310000,2Story,Norm,Somerst,FV,Normal
6,1916,1950,952,952,1,1,192,121000,1.5Unf,Norm,BrkSide,RL,Normal
7,2004,2004,1422,1422,2,0,626,179600,1Story,Norm,CollgCr,RL,Normal
6,1966,1966,814,913,1,0,240,129000,SFoyer,Norm,Sawyer,RL,Normal
5,1962,1962,1188,1188,1,0,312,157900,1Story,Norm,Mitchel,RL,Normal
8,1995,1996,1220,2090,2,1,556,240000,2Story,Norm,CollgCr,RL,Normal
4,1910,2000,560,1346,1,0,384,112000,2Story,Norm,Edwards,RL,Normal
5,1970,1970,630,630,1,0,0,92000,SFoyer,Norm,MeadowV,RM,Abnorml
5,1974,1974,896,1792,2,0,0,136000,2Story,Norm,NAmes,RL,Normal
8,2008,2009,1573,1578,2,1,840,287090,1Story,Norm,Somerst,RL,Partial
5,2005,2005,547,1072,1,0,525,145000,SLvl,Norm,Edwards,RM,Normal
5,2006,2006,1140,1140,1,0,0,84500,1Story,Norm,Mitchel,RL,Abnorml
7,2004,2005,1221,1221,2,0,400,185000,1Story,Norm,Somerst,FV,Normal
6,1999,2000,953,1647,2,1,460,175000,2Story,Norm,Gilbert,RL,Normal
6,1978,1988,1542,2073,2,2,500,210000,1Story,Norm,NWAmes,RL,Normal
7,1941,2006,1152,2340,2,2,252,266500,2Story,Norm,Crawfor,RL,Normal
5,1950,1996,1078,1078,1,0,240,142125,1Story,Norm,NAmes,RL,Normal
5,1965,1965,1256,1256,1,0,276,147500,1Story,Norm,Edwards,RL,Normal
